id_venda,data_venda,cliente,email_cliente,produto,categoria,quantidade,preco_unitario,valor_total,regiao
136,2023-10-08,Isabella Santos,an****s@example.org,Sofá,MOVEIS,10.0,2661.38,26613.8,Centro-Oeste
26,2023-12-29,Srta. Luana Guerra,lu****7@example.org,Geladeira,ELETRODOMESTICOS,8.0,551.03,4408.24,Oeste
548,2023-02-14,Samuel Sampaio,da****e@example.com,Fone de Ouvido,ELETRONICOS,8.0,918.89,7351.12,Sul
871,2023-05-11,Benjamin Caldeira,me****a@example.com,Micro-ondas,ELETRODOMESTICOS,10.0,4468.48,44684.8,Oeste
797,2023-06-27,Igor Nascimento,mc****a@example.net,Armário,MOVEIS,5.0,1155.76,5778.8,Oeste
498,2023-07-02,Mariane Cavalcanti,pa****4@example.com,Monitor,ACESSORIOS,7.0,153.03,1071.21,Centro-Oeste
937,2023-08-13,Daniela Monteiro,yv****s@example.org,Fogão,ELETRODOMESTICOS,5.0,4406.46,22032.3,Norte
510,2023-02-04,Antônio Moura,va****u@example.net,Sofá,MOVEIS,6.0,268.62,1611.72,Oeste
1029,2023-05-23,Pedro Miguel Fernandes,si****a@example.org,Tablet,ELETRONICOS,5.0,2906.9,14534.5,Norte
193,2023-08-19,Maria Eduarda Camargo,ra****8@example.net,Armário,MOVEIS,9.0,497.51,4477.59,Leste
290,2023-09-17,Caleb Gonçalves,nd****a@example.net,Smartphone,ELETRONICOS,1.0,1192.62,1192.62,Leste
175,2023-01-10,Hadassa Ramos,ar****a@example.org,Fone de Ouvido,ELETRONICOS,2.0,4373.34,8746.68,Centro-Oeste
658,2023-02-07,Sra. Ísis da Rocha,an****a@example.net,Notebook,ELETRONICOS,7.0,1898.5,13289.5,Leste
5,2023-07-25,Emanuel Sampaio,rf****s@example.org,Cadeira,MOVEIS,,3988.31,23929.86,Sul
358,2023-08-12,Gustavo Gonçalves,au****s@example.com,Máquina de Lavar,ELETRODOMESTICOS,6.0,875.31,5251.86,Oeste
600,2023-01-14,Enzo Gabriel Farias,lu****4@example.net,Cadeira,MOVEIS,4.0,2006.59,8026.36,Sul
743,2023-09-23,Sophia Mendonça,yb****s@example.net,Monitor,ACESSORIOS,9.0,2470.67,22236.03,Oeste
633,2023-03-05,Ana Beatriz Fogaça,nc****a@example.net,Cadeira,MOVEIS,4.0,4616.37,18465.48,Norte
129,2023-12-03,Ravy Ferreira,uf****s@example.net,Mesa,MOVEIS,7.0,3878.77,27151.39,Norte
341,2023-11-25,Maria Júlia Moura,pi****u@example.org,Fone de Ouvido,ELETRONICOS,1.0,4264.2,4264.2,Leste
8,2023-08-22,Yuri da Rocha,,Notebook,ELETRONICOS,3.0,2958.79,8876.37,Norte
559,2023-04-03,Sophie Almeida,me****o@example.net,Webcam,ACESSORIOS,1.0,1535.83,1535.83,Leste
966,2023-10-18,Samuel Gomes,vi****a@example.net,Monitor,ACESSORIOS,1.0,1797.54,1797.54,Leste
234,2023-03-30,Benjamim Ramos,jf****s@example.org,Smartphone,ELETRONICOS,1.0,4727.86,4727.86,Centro-Oeste
434,2023-12-08,Marcela Nascimento,st****5@example.net,Geladeira,ELETRODOMESTICOS,3.0,1136.68,3410.04,Leste
853,2023-12-01,Liz Vasconcelos,ma****6@example.com,Tablet,ELETRONICOS,2.0,2075.65,4151.3,Centro-Oeste
308,2023-10-08,Raul Nascimento,zo****4@example.net,Monitor,ACESSORIOS,7.0,2430.54,17013.78,Sul
715,2023-02-27,Srta. Ayla Novaes,ce****4@example.org,Geladeira,ELETRODOMESTICOS,1.0,92.81,92.81,Sul
839,2023-10-20,Dra. Catarina Lopes,,Webcam,ACESSORIOS,2.0,4511.09,9022.18,Sul
384,2023-11-18,Maria Flor Lopes,ga****s@example.net,Smartphone,ELETRONICOS,7.0,4843.51,33904.57,Sul
1190,2023-10-31,Thales Pinto,,Sofá,MOVEIS,,2634.89,15809.34,Leste
996,2023-08-11,Eloá Oliveira,er****s@example.net,Mouse,ACESSORIOS,9.0,1597.54,14377.86,Norte
294,2023-10-08,Gael Fonseca,di****8@example.com,Webcam,ACESSORIOS,9.0,4904.63,44141.67,Norte
644,2023-10-20,Lucas Farias,an****9@example.net,Mesa,MOVEIS,10.0,3654.04,36540.4,Oeste
407,2023-05-08,Dra. Hellena Machado,he****9@example.net,Cadeira,MOVEIS,6.0,3398.65,20391.9,Sul
178,2023-05-25,Daniel Ribeiro,ca****r@example.com,Tablet,ELETRONICOS,1.0,2564.32,2564.32,Centro-Oeste
427,2023-05-18,Eloah Barros,vi****s@example.com,Armário,MOVEIS,1.0,247.61,247.61,Oeste
184,2023-01-29,Clara Azevedo,ya****o@example.net,Fogão,ELETRODOMESTICOS,6.0,3402.32,20413.92,Centro-Oeste
637,2023-10-17,Maria Eduarda Sá,ma****a@example.com,Mouse,ACESSORIOS,7.0,3010.13,21070.91,Norte
745,2023-09-16,Maria Luiza Barbosa,ca****e@example.org,Micro-ondas,ELETRODOMESTICOS,10.0,2420.5,24205.0,Centro-Oeste
185,2023-12-05,Lunna Garcia,ma****9@example.com,Máquina de Lavar,ELETRODOMESTICOS,3.0,3192.44,9577.32,Oeste
856,2023-09-22,Luna Machado,ca****a@example.net,Micro-ondas,ELETRODOMESTICOS,,927.41,4637.05,Sul
952,2023-01-17,Dra. Luna da Cunha,di****a@example.org,Cadeira,MOVEIS,,85.78,600.46,Oeste
217,2023-06-28,Dr. Breno Ramos,pi****a@example.com,Mouse,ACESSORIOS,8.0,2479.46,19835.68,Centro-Oeste
1140,2023-09-01,Dr. Bryan Albuquerque,uc****o@example.net,Máquina de Lavar,ELETRODOMESTICOS,9.0,2507.48,22567.32,Leste
126,2023-12-31,Pedro Sousa,th****1@example.org,Geladeira,ELETRODOMESTICOS,4.0,4113.87,16455.48,Norte
299,2023-05-26,Luiza Castro,vp****a@example.com,Smartphone,ELETRONICOS,10.0,728.1,7281.0,Centro-Oeste
518,2023-07-10,Luiz Felipe Dias,fe****s@example.net,Notebook,ELETRONICOS,4.0,3156.04,12624.16,Sul
855,2023-08-02,Theodoro Camargo,zo****o@example.com,Máquina de Lavar,ELETRODOMESTICOS,5.0,2705.86,13529.3,Sul
656,2023-09-16,Bianca da Rocha,er****7@example.com,Tablet,ELETRONICOS,2.0,1586.3,3172.6,Leste
181,2023-01-07,Bianca Machado,ca****a@example.net,Smartphone,ELETRONICOS,5.0,3051.07,15255.35,Leste
569,2023-09-04,Enzo Gabriel Ribeiro,an****o@example.com,Webcam,ACESSORIOS,10.0,4480.63,44806.3,Centro-Oeste
918,2023-12-26,Hadassa Ribeiro,ma****o@example.org,Notebook,ELETRONICOS,5.0,2569.53,12847.65,Sul
1048,2023-02-04,Catarina Fogaça,ca****a@example.com,Fogão,ELETRODOMESTICOS,7.0,2348.48,16439.36,Centro-Oeste
694,2023-05-07,Renan Pimenta,vi****a@example.net,Armário,MOVEIS,3.0,4531.8,13595.4,Centro-Oeste
179,2023-11-22,Lorenzo Almeida,vi****o@example.org,Fone de Ouvido,ELETRONICOS,7.0,3221.91,22553.37,Centro-Oeste
916,2023-01-24,Luiz Henrique Camargo,be****6@example.net,Sofá,MOVEIS,2.0,2907.91,5815.82,Centro-Oeste
161,2023-10-21,Ana Beatriz Pacheco,jo****4@example.com,Webcam,ACESSORIOS,7.0,886.73,6207.11,Sul
325,2023-04-08,Murilo Rios,ci****s@example.com,Notebook,ELETRONICOS,6.0,3728.51,22371.06,Leste
598,2023-10-26,Ana Julia Brito,br****a@example.com,Fone de Ouvido,ELETRONICOS,8.0,1992.08,15936.64,Norte
1008,2023-09-21,Théo Rocha,ca****6@example.com,Teclado,ACESSORIOS,8.0,4208.79,33670.32,Sul
485,2023-03-17,Matteo Barbosa,lo****o@example.org,Sofá,MOVEIS,4.0,4546.15,18184.6,Norte
198,2023-12-13,Dr. Luan Vasconcelos,ar****o@example.org,Webcam,ACESSORIOS,,1298.08,9086.56,Oeste
597,2023-03-19,Dra. Beatriz da Cunha,ma****a@example.com,Fone de Ouvido,ELETRONICOS,2.0,191.63,383.26,Leste
119,2023-03-28,Emanuel da Costa,do****o@example.org,Monitor,ACESSORIOS,3.0,3237.39,9712.17,Oeste
1,2023-02-15,Brenda Alves,sa****2@example.net,Teclado,ACESSORIOS,10.0,1695.01,16950.1,Oeste
750,2023-05-26,Valentina Teixeira,ca****s@example.net,Tablet,ELETRONICOS,4.0,4606.85,18427.4,Oeste
282,2023-11-11,Theo Pires,an****3@example.net,Tablet,ELETRONICOS,2.0,4108.2,8216.4,Norte
923,2023-02-14,Milena Gomes,,Teclado,ACESSORIOS,,3536.68,10610.04,Centro-Oeste
1006,2023-11-07,Sra. Vitória Andrade,le****9@example.net,Teclado,ACESSORIOS,9.0,611.27,5501.43,Sul
511,2023-06-24,Davi Lucca Fernandes,ay****o@example.org,Mesa,MOVEIS,8.0,4200.54,33604.32,Oeste
561,2023-12-26,Dr. José Cunha,rd****a@example.net,Fone de Ouvido,ELETRONICOS,1.0,790.73,790.73,Norte
628,2023-06-02,Sra. Manuella Rocha,lu****o@example.net,Cadeira,MOVEIS,1.0,4399.72,4399.72,Centro-Oeste
367,2023-12-09,Henrique Montenegro,df****s@example.net,Armário,MOVEIS,10.0,1195.95,11959.5,Sul
156,2023-01-01,Bianca da Costa,wo****a@example.net,Sofá,MOVEIS,10.0,4658.02,46580.2,Centro-Oeste
1036,2023-11-23,Aurora Cunha,as****a@example.com,Fogão,ELETRODOMESTICOS,8.0,1503.37,12026.96,Norte
643,2023-05-23,Eduarda Leão,,Monitor,ACESSORIOS,3.0,2146.37,6439.11,Centro-Oeste
1200,2023-09-17,Brenda Caldeira,no****n@example.net,Smartphone,ELETRONICOS,7.0,2804.47,19631.29,Oeste
204,2023-01-27,Sr. André Monteiro,ic****i@example.com,Fogão,ELETRODOMESTICOS,6.0,3443.98,20663.88,Leste
1170,2023-12-29,Valentina Barros,ma****1@example.com,Monitor,ACESSORIOS,8.0,1842.14,14737.12,Leste
121,2023-07-06,João Miguel Sampaio,rb****a@example.org,Teclado,ACESSORIOS,9.0,2804.23,25238.07,Leste
284,2023-02-13,Maria Vitória Mendes,vc****a@example.net,Sofá,MOVEIS,6.0,4523.96,27143.76,Norte
171,2023-07-05,Ágatha Leão,ka****e@example.org,Armário,MOVEIS,8.0,4641.22,37129.76,Centro-Oeste
513,2023-01-23,Dr. Carlos Eduardo Fernandes,ay****2@example.net,Monitor,ACESSORIOS,7.0,3488.9,24422.3,Centro-Oeste
276,2023-02-15,Pedro Montenegro,ca****a@example.org,Mouse,ACESSORIOS,7.0,1123.9,7867.3,Leste
524,2023-05-23,Antônio Dias,gu****5@example.org,Armário,MOVEIS,6.0,3887.48,23324.88,Norte
724,2023-11-15,Gabriel Monteiro,ra****a@example.org,Notebook,ELETRONICOS,3.0,3663.84,10991.52,Norte
361,2023-12-02,Dr. Noah Aparecida,jo****a@example.com,Monitor,ACESSORIOS,,2918.1,20426.7,Oeste
771,2023-07-28,Gael da Cunha,ha****e@example.net,Cadeira,MOVEIS,6.0,1824.77,10948.62,Norte
10,2023-03-17,Maria Clara Castro,da****4@example.net,Máquina de Lavar,ELETRODOMESTICOS,,1224.0,2448.0,Leste
683,2023-12-19,Pedro Lucas Cavalcante,ed****s@example.net,Micro-ondas,ELETRODOMESTICOS,9.0,2785.76,25071.84,Sul
287,2023-11-25,Isadora Casa Grande,ar****a@example.com,Armário,MOVEIS,5.0,1834.73,9173.65,Leste
730,2023-08-06,Manuella Gonçalves,ma****s@example.net,Smartphone,ELETRONICOS,10.0,1439.58,14395.8,Norte
611,2023-07-25,Benicio Montenegro,is****s@example.com,Mouse,ACESSORIOS,2.0,4048.64,8097.28,Leste
762,2023-09-05,Dra. Maria Julia Garcia,vi****s@example.com,Fone de Ouvido,ELETRONICOS,2.0,2245.08,4490.16,Sul
424,2023-02-17,Francisco Dias,dp****o@example.com,Teclado,ACESSORIOS,4.0,3485.31,13941.24,Leste
449,2023-03-27,Valentim Rodrigues,aa****e@example.net,Fogão,ELETRODOMESTICOS,10.0,3268.43,32684.3,Norte
886,2023-12-08,Erick Camargo,br****1@example.com,Sofá,MOVEIS,8.0,938.15,7505.2,Norte
229,2023-10-04,Ana Carolina Ribeiro,jo****6@example.org,Webcam,ACESSORIOS,1.0,719.36,719.36,Sul
720,2023-05-24,Natália Pastor,me****r@example.com,Micro-ondas,ELETRODOMESTICOS,9.0,2718.48,24466.32,Sul
66,2023-09-24,Maria Luísa Duarte,ss****o@example.net,Notebook,ELETRONICOS,5.0,2594.32,12971.6,Norte
28,2023-10-04,Hellena Abreu,sa****e@example.org,Mouse,ACESSORIOS,4.0,660.78,2643.12,Oeste
913,2023-10-25,Melissa Costa,an****a@example.net,Armário,MOVEIS,5.0,419.06,2095.3,Sul
741,2023-05-03,Dr. José Miguel Ferreira,je****m@example.com,Máquina de Lavar,ELETRODOMESTICOS,10.0,4087.84,40878.4,Sul
624,2023-09-10,Rafaela Moraes,lu****a@example.org,Sofá,MOVEIS,5.0,72.76,363.8,Sul
231,2023-12-04,Sr. Pedro Miguel Pimenta,ma****8@example.org,Armário,MOVEIS,3.0,2911.21,8733.63,Sul
504,2023-01-22,Benjamin Melo,ra****1@example.org,Webcam,ACESSORIOS,9.0,3728.32,33554.88,Leste
616,2023-10-17,Mirella Fernandes,ca****7@example.com,Smartphone,ELETRONICOS,8.0,341.28,2730.24,Oeste
765,2023-08-21,Milena da Mata,uc****a@example.org,Armário,MOVEIS,9.0,4519.72,40677.48,Sul
502,2023-07-28,Maria Alice Mendes,kf****a@example.net,Mouse,ACESSORIOS,4.0,1472.97,5891.88,Norte
630,2023-04-08,Maria Vitória Rocha,la****8@example.org,Tablet,ELETRONICOS,5.0,3781.32,18906.6,Centro-Oeste
641,2023-10-02,Ana Júlia Vasconcelos,ma****8@example.com,Micro-ondas,ELETRODOMESTICOS,1.0,1772.24,1772.24,Leste
1039,2023-10-11,Sr. Marcos Vinicius Borges,je****o@example.com,Teclado,ACESSORIOS,5.0,1157.33,5786.65,Sul
375,2023-06-17,Srta. Antonella Monteiro,yr****s@example.com,Monitor,ACESSORIOS,1.0,2798.09,2798.09,Centro-Oeste
655,2023-10-19,Benício Sá,sa****o@example.com,Geladeira,ELETRODOMESTICOS,4.0,720.53,2882.12,Norte
334,2023-01-18,Gustavo Silva,gb****s@example.com,Webcam,ACESSORIOS,6.0,1830.41,10982.46,Centro-Oeste
1160,2023-06-10,Milena Duarte,ot****o@example.net,Cadeira,MOVEIS,10.0,3005.28,30052.8,Leste
298,2023-10-25,Dr. Valentim Marques,ol****o@example.com,Tablet,ELETRONICOS,6.0,2043.88,12263.28,Norte
478,2023-01-29,Sr. Yuri Marques,fr****o@example.com,Fone de Ouvido,ELETRONICOS,8.0,4213.64,33709.12,Oeste
100,2023-06-05,Dra. Juliana Duarte,er****a@example.com,Notebook,ELETRONICOS,2.0,4069.87,8139.74,Leste
708,2023-09-24,Ravy Peixoto,eb****s@example.com,Sofá,MOVEIS,5.0,3326.27,16631.35,Norte
782,2023-01-27,Sra. Maria Alice Silveira,th****a@example.com,Webcam,ACESSORIOS,4.0,2566.97,10267.88,Sul
1158,2023-10-11,Lorenzo Cassiano,ba****a@example.net,Cadeira,MOVEIS,10.0,4690.97,46909.7,Norte
530,2023-09-10,Juan Ribeiro,gc****a@example.org,Máquina de Lavar,ELETRODOMESTICOS,3.0,2476.52,7429.56,Leste
1157,2023-02-16,Sr. João Miguel Rodrigues,go****n@example.net,Smartphone,ELETRONICOS,,2543.71,17805.97,Leste
1132,2023-02-08,Matteo Garcia,as****a@example.net,Fogão,ELETRODOMESTICOS,10.0,824.82,8248.2,Norte
246,2023-07-24,Luiz Gustavo da Costa,qc****o@example.net,Máquina de Lavar,ELETRODOMESTICOS,7.0,322.54,2257.78,Centro-Oeste
186,2023-08-18,Danilo Rezende,lo****o@example.org,Micro-ondas,ELETRODOMESTICOS,6.0,3732.74,22396.44,Norte
371,2023-08-18,Clarice da Costa,sa****a@example.com,Notebook,ELETRONICOS,7.0,2295.67,16069.69,Sul
813,2023-05-06,Ana Júlia das Neves,di****a@example.net,Geladeira,ELETRODOMESTICOS,3.0,4436.22,13308.66,Oeste
418,2023-08-26,Bruna da Luz,om****a@example.com,Fone de Ouvido,ELETRONICOS,4.0,1525.77,6103.08,Oeste
790,2023-10-17,Vicente Ribeiro,ap****o@example.org,Mouse,ACESSORIOS,5.0,2143.13,10715.65,Centro-Oeste
578,2023-09-06,Pedro Henrique Porto,bg****a@example.com,Armário,MOVEIS,6.0,1044.85,6269.1,Oeste
512,2023-10-30,Diego Vasconcelos,mo****a@example.org,Micro-ondas,ELETRODOMESTICOS,10.0,4127.65,41276.5,Norte
740,2023-05-06,José Miguel Melo,ma****a@example.com,Mouse,ACESSORIOS,3.0,4537.21,13611.63,Sul
1091,2023-03-30,Manuella Fogaça,df****a@example.net,Máquina de Lavar,ELETRODOMESTICOS,2.0,2141.72,4283.44,Sul
420,2023-04-23,Dr. Erick Rocha,en****5@example.org,Fogão,ELETRODOMESTICOS,6.0,3558.23,21349.38,Norte
770,2023-05-13,Sr. Diogo Araújo,he****8@example.com,Monitor,ACESSORIOS,10.0,284.96,2849.6,Norte
152,2023-05-15,Erick Barros,rp****o@example.org,Geladeira,ELETRODOMESTICOS,3.0,2891.63,8674.89,Oeste
532,2023-07-27,Olivia Mendonça,fe****6@example.org,Fone de Ouvido,ELETRONICOS,1.0,4496.31,4496.31,Oeste
734,2023-05-21,Otto Sampaio,em****4@example.com,Teclado,ACESSORIOS,4.0,1148.34,4593.36,Sul
1038,2023-08-26,Aurora Casa Grande,,Tablet,ELETRONICOS,8.0,3991.32,31930.56,Sul
858,2023-03-10,Rael Porto,en****6@example.net,Webcam,ACESSORIOS,3.0,2275.15,6825.45,Centro-Oeste
404,2023-07-04,Ísis Andrade,st****1@example.org,Cadeira,MOVEIS,1.0,4232.31,4232.31,Sul
24,2023-11-25,Ana Lívia Teixeira,jo****o@example.com,Geladeira,ELETRODOMESTICOS,5.0,2596.97,12984.85,Leste
159,2023-04-03,Maria Câmara,th****a@example.net,Micro-ondas,ELETRODOMESTICOS,10.0,1849.72,18497.2,Oeste
892,2023-02-06,Lorenzo Costa,al****a@example.net,Armário,MOVEIS,10.0,3418.06,34180.6,Sul
1187,2023-12-09,Lavínia Andrade,fg****a@example.net,Micro-ondas,ELETRODOMESTICOS,9.0,2511.59,22604.31,Leste
207,2023-02-27,Maria Vitória da Rocha,gu****e@example.com,Mesa,MOVEIS,9.0,1201.23,10811.07,Sul
93,2023-02-13,Bruna Nunes,ma****o@example.com,Mesa,MOVEIS,1.0,2757.96,2757.96,Leste
445,2023-11-08,Gabriela Sales,an****o@example.com,Teclado,ACESSORIOS,3.0,1123.45,3370.35,Leste
35,2023-12-02,Pedro Miguel Novaes,ar****a@example.org,Teclado,ACESSORIOS,1.0,717.83,717.83,Oeste
1165,2023-08-30,Caroline Fogaça,fr****a@example.org,Teclado,ACESSORIOS,6.0,1112.11,6672.66,Leste
312,2023-01-21,Asafe da Paz,fe****a@example.net,Cadeira,MOVEIS,2.0,1494.52,2989.04,Norte
352,2023-11-17,Ester Sá,od****a@example.com,Fone de Ouvido,ELETRONICOS,1.0,2349.57,2349.57,Leste
549,2023-09-14,Sra. Luna da Mata,pp****a@example.org,Smartphone,ELETRONICOS,3.0,4486.8,13460.4,Oeste
1054,2023-01-17,Valentina Nascimento,le****a@example.org,Geladeira,ELETRODOMESTICOS,10.0,884.99,8849.9,Norte
307,2023-11-14,Srta. Stella Costela,ma****6@example.com,Mouse,ACESSORIOS,5.0,138.54,692.7,Norte
288,2023-07-04,Mariah da Cruz,be****a@example.net,Sofá,MOVEIS,5.0,4907.99,24539.95,Centro-Oeste
1182,2023-09-20,Rodrigo Rezende,ro****s@example.net,Teclado,ACESSORIOS,4.0,2405.72,9622.88,Norte
818,2023-08-15,Srta. Catarina Mendes,ma****s@example.net,Fogão,ELETRODOMESTICOS,1.0,542.18,542.18,Sul
567,2023-07-30,Maria Julia Sousa,pa****s@example.com,Fone de Ouvido,ELETRONICOS,10.0,1238.36,12383.6,Oeste
1169,2023-05-20,Heloisa Ramos,ma****a@example.net,Geladeira,ELETRODOMESTICOS,7.0,3275.15,22926.05,Centro-Oeste
647,2023-03-12,Larissa Alves,ol****7@example.com,Geladeira,ELETRODOMESTICOS,10.0,3869.1,38691.0,Norte
1194,2023-09-24,Caio Rios,lc****o@example.org,Mouse,ACESSORIOS,8.0,2056.14,16449.12,Leste
671,2023-10-20,Ana Pacheco,lv****s@example.org,Monitor,ACESSORIOS,,4821.66,33751.62,Oeste
887,2023-10-25,Amanda Mendes,ma****s@example.com,Fogão,ELETRODOMESTICOS,5.0,3840.75,19203.75,Norte
719,2023-10-20,Maria Flor Nunes,pv****s@example.com,Micro-ondas,ELETRODOMESTICOS,10.0,4798.55,47985.5,Centro-Oeste
381,2023-04-05,Dra. Anna Liz Montenegro,ca****6@example.org,Teclado,ACESSORIOS,5.0,3751.05,18755.25,Norte
45,2023-08-23,Beatriz Barbosa,na****z@example.org,Mouse,ACESSORIOS,2.0,484.68,969.36,Norte
14,2023-12-04,Sr. Theo Gonçalves,qc****e@example.org,Sofá,MOVEIS,6.0,2354.35,14126.1,Norte
127,2023-06-18,Alícia Teixeira,br****7@example.net,Tablet,ELETRONICOS,1.0,2418.69,2418.69,Leste
515,2023-08-29,Erick Garcia,an****2@example.net,Geladeira,ELETRODOMESTICOS,1.0,2597.07,2597.07,Sul
410,2023-09-03,Gabrielly Moreira,ef****a@example.org,Smartphone,ELETRONICOS,10.0,1604.83,16048.3,Leste
1105,2023-03-31,Vicente Costa,ma****3@example.org,Smartphone,ELETRONICOS,6.0,238.48,1430.88,Sul
314,2023-01-24,Sra. Cecilia Caldeira,ry****o@example.net,Geladeira,ELETRODOMESTICOS,,1581.55,7907.75,Centro-Oeste
390,2023-06-11,Ayla Peixoto,he****4@example.com,Máquina de Lavar,ELETRODOMESTICOS,10.0,4030.33,40303.3,Sul
767,2023-05-03,Davi Lucas Silva,as****a@example.org,Mesa,MOVEIS,3.0,3964.02,11892.06,Norte
631,2023-12-21,Mateus Casa Grande,ri****l@example.org,Mouse,ACESSORIOS,9.0,2451.24,22061.16,Sul
737,2023-07-06,Alexia Cavalcanti,im****o@example.net,Teclado,ACESSORIOS,10.0,195.15,1951.5,Leste
829,2023-06-08,Júlia Ribeiro,he****4@example.net,Geladeira,ELETRODOMESTICOS,10.0,696.82,6968.2,Sul
383,2023-04-10,Júlia Viana,om****a@example.com,Micro-ondas,ELETRODOMESTICOS,3.0,2471.35,7414.05,Norte
880,2023-08-13,Zoe Farias,av****a@example.net,Fone de Ouvido,ELETRONICOS,3.0,3422.44,10267.32,Leste
111,2023-02-02,Sr. Kevin Albuquerque,ya****a@example.org,Fone de Ouvido,ELETRONICOS,2.0,521.94,1043.88,Oeste
1166,2023-03-02,Melissa Gomes,kd****a@example.net,Geladeira,ELETRODOMESTICOS,1.0,4718.56,4718.56,Leste
729,2023-09-12,Davi Lucas Aragão,im****s@example.org,Mouse,ACESSORIOS,3.0,3371.67,10115.01,Norte
867,2023-08-24,Emanuelly Castro,lu****9@example.com,Fone de Ouvido,ELETRONICOS,10.0,4528.66,45286.6,Norte
264,2023-04-09,Maria Eduarda Freitas,et****a@example.net,Tablet,ELETRONICOS,5.0,4924.51,24622.55,Leste
370,2023-04-13,Antony Montenegro,gc****i@example.org,Notebook,ELETRONICOS,4.0,1296.27,5185.08,Centro-Oeste
1035,2023-03-14,Maria Fernanda Albuquerque,ca****4@example.com,Monitor,ACESSORIOS,,2712.4,27124.0,Sul
1123,2023-05-25,Enrico Macedo,,Cadeira,MOVEIS,4.0,4431.74,17726.96,Centro-Oeste
804,2023-03-07,Luiz Miguel Machado,ag****s@example.net,Armário,MOVEIS,10.0,2085.35,20853.5,Norte
997,2023-08-26,Helena Pastor,rm****s@example.org,Webcam,ACESSORIOS,6.0,2416.23,14497.38,Norte
1099,2023-12-01,Murilo Câmara,,Smartphone,ELETRONICOS,6.0,1974.07,11844.42,Leste
9,2023-02-10,João Vitor Barros,gu****a@example.com,Fone de Ouvido,ELETRONICOS,3.0,1331.31,3993.93,Leste
897,2023-10-24,Ana Julia Caldeira,fa****o@example.com,Sofá,MOVEIS,10.0,573.64,5736.4,Centro-Oeste
317,2023-07-14,Olívia Mendes,al****e@example.com,Notebook,ELETRONICOS,,3524.45,7048.9,Centro-Oeste
305,2023-11-30,Gabriel Almeida,ad****s@example.org,Sofá,MOVEIS,7.0,3065.47,21458.29,Leste
428,2023-07-22,João Guilherme Câmara,lu****9@example.net,Smartphone,ELETRONICOS,10.0,904.6,9046.0,Norte
106,2023-10-29,Isabelly das Neves,ma****8@example.com,Fogão,ELETRODOMESTICOS,5.0,2037.82,10189.1,Norte
143,2023-01-08,Srta. Maria Isis da Conceição,ua****a@example.net,Teclado,ACESSORIOS,2.0,940.57,1881.14,Centro-Oeste
122,2023-01-23,Gael Henrique Lima,no****l@example.net,Mesa,MOVEIS,6.0,2960.61,17763.66,Centro-Oeste
90,2023-05-26,Lara Sá,fd****a@example.com,Monitor,ACESSORIOS,7.0,585.11,4095.77,Oeste
674,2023-12-08,Miguel Fonseca,ri****i@example.net,Teclado,ACESSORIOS,4.0,487.24,1948.96,Centro-Oeste
194,2023-08-22,Amanda Pereira,be****4@example.net,Micro-ondas,ELETRODOMESTICOS,10.0,3726.0,37260.0,Norte
103,2023-10-30,Sra. Alexia Moreira,en****a@example.net,Tablet,ELETRONICOS,2.0,4019.16,8038.32,Norte
116,2023-08-05,Oliver Pereira,re****a@example.com,Tablet,ELETRONICOS,6.0,2765.45,16592.7,Norte
1183,2023-08-16,Esther Borges,ma****7@example.com,Webcam,ACESSORIOS,3.0,2275.06,6825.18,Leste
225,2023-10-28,Leonardo Novais,yr****s@example.com,Monitor,ACESSORIOS,,3680.61,33125.49,Norte
2,2023-12-12,Yago Borges,ba****e@example.org,Fogão,ELETRODOMESTICOS,5.0,4061.46,20307.3,Sul
784,2023-01-29,Marcela Duarte,md****a@example.net,Monitor,ACESSORIOS,10.0,3618.29,36182.9,Oeste
851,2023-09-17,Ana Cecília da Cruz,cs****a@example.net,Sofá,MOVEIS,2.0,2511.63,5023.26,Sul
86,2023-04-21,Raquel Alves,qf****s@example.net,Cadeira,MOVEIS,6.0,1358.91,8153.46,Oeste
946,2023-07-28,Alexia Azevedo,je****e@example.net,Teclado,ACESSORIOS,4.0,4821.89,19287.56,Leste
592,2023-02-09,Dra. Bárbara da Paz,vi****r@example.com,Smartphone,ELETRONICOS,8.0,581.18,4649.44,Leste
974,2023-04-12,Maria Liz Duarte,ro****e@example.org,Webcam,ACESSORIOS,8.0,2069.24,16553.92,Centro-Oeste
810,2023-12-22,Emanuella Mendonça,pe****a@example.org,Tablet,ELETRONICOS,2.0,824.83,1649.66,Centro-Oeste
1161,2023-03-11,Lorenzo Araújo,no****a@example.org,Tablet,ELETRONICOS,9.0,3013.51,27121.59,Oeste
1083,2023-09-03,Manuela Nogueira,te****o@example.com,Monitor,ACESSORIOS,7.0,1785.31,12497.17,Leste
553,2023-12-31,Josué Andrade,xa****o@example.net,Mouse,ACESSORIOS,5.0,2590.89,12954.45,Centro-Oeste
88,2023-11-26,Amanda Barros,dc****o@example.org,Mesa,MOVEIS,7.0,3899.42,27295.94,Sul
214,2023-07-13,Melissa Rodrigues,an****7@example.org,Sofá,MOVEIS,1.0,1073.66,1073.66,Centro-Oeste
392,2023-08-31,Eloá Carvalho,an****7@example.org,Armário,MOVEIS,6.0,3405.29,20431.74,Oeste
425,2023-02-07,Ryan Carvalho,ha****s@example.net,Cadeira,MOVEIS,,284.75,569.5,Norte
